No,Kode Paket,Kode Provinsi,Kode Kabupaten,Sumber Dana,Kategori,Tahun Anggaran,Evaluasi,Penilaian
246,15427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
247,15436,Sulawesi Utara,Minahasa Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
248,15447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
249,15475,Sulawesi Utara,Bolaang Mengondow (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,12,Buruk
250,15495,Kepulauan Riau,Bintan (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
251,16102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
252,16221,Sumatera Selatan,Prabumulih (Kota),APBD,Jasa Lainnya,2012,9,Baik
253,16270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
254,16284,Sulawesi Utara,Minahasa Tenggara (Kab.),APBD,Pengadaan Barang,2012,13,Buruk
255,16311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
256,16315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
257,16329,Sulawesi Utara,Bitung (Kota),APBD,Pengadaan Barang,2012,14,Buruk
258,16349,Sulawesi Utara,Manado (Kota),APBD,Pengadaan Barang,2012,10,Baik
259,16355,Kepulauan Riau,Natuna (Kab.),APBD,Pengadaan Barang,2012,8,Baik
260,16356,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,11,Buruk
261,16357,Sumatera Selatan,Ogan Ilir (Kab.),APBD,Pengadaan Barang,2012,14,Buruk
262,16387,Sulawesi Utara,Manado (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
263,16406,Sulawesi Utara,Minahasa (Kab.),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
264,16434,Sumatera Selatan,Lahat (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,12,Buruk
265,16436,Sulawesi Utara,Minahasa Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
266,16447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
267,16475,Sulawesi Utara,Bolaang Mengondow (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,12,Buruk
268,16495,Kepulauan Riau,Bintan (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
269,17195,Sumatera Selatan,Lubuk Linggau (Kota),APBD,Pengadaan Barang,2012,8,Baik
270,17221,Sumatera Selatan,Prabumulih (Kota),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
271,17251,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
272,17270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
273,17284,Sulawesi Utara,Minahasa Tenggara (Kab.),APBN,Pengadaan Barang,2012,19,Sangat Buruk
274,17311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
275,17315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
276,17317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
277,17329,Sulawesi Utara,Bitung (Kota),APBD,Pengadaan Barang,2012,14,Buruk
278,17349,Sulawesi Utara,Manado (Kota),APBD,Pengadaan Barang,2012,16,Sangat Buruk
279,17356,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
280,17357,Sumatera Selatan,Ogan Ilir (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
281,17365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,15,Sangat Buruk
282,17402,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,19,Sangat Buruk
283,17434,Sumatera Selatan,Lahat (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,12,Buruk
284,17436,Sulawesi Utara,Minahasa Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
285,17447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
286,17475,Sulawesi Utara,Bolaang Mengondow (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,13,Buruk
287,17495,Kepulauan Riau,Bintan (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
288,18102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
289,18168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
290,18173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,9,Baik
291,18195,Sumatera Selatan,Lubuk Linggau (Kota),APBD,Pengadaan Barang,2012,16,Sangat Buruk
292,18251,Sumatera Selatan,Palembang (Kota),APBD,Jasa Konsultansi,2012,16,Sangat Buruk
293,18270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
294,18282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
295,18311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
296,18315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
297,18317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
298,18329,Sulawesi Utara,Bitung (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
299,18343,Sumatera Selatan,Ogan Komering Ulu Selatan (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,17,Sangat Buruk
300,18349,Sulawesi Utara,Manado (Kota),APBD,Pengadaan Barang,2012,13,Buruk
301,18355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
302,18356,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
303,18387,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
304,18402,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
305,18427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
306,18434,Sumatera Selatan,Lahat (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
307,18436,Sulawesi Utara,Minahasa Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
308,18475,Sulawesi Utara,Bolaang Mengondow (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,13,Buruk
309,18495,Kepulauan Riau,Bintan (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
310,19102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
311,19168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
312,19173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
313,19195,Sumatera Selatan,Lubuk Linggau (Kota),APBD,Pengadaan Barang,2012,16,Sangat Buruk
314,19251,Sumatera Selatan,Palembang (Kota),APBD,Jasa Konsultansi,2012,15,Sangat Buruk
315,19270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
316,19282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
317,19311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
318,19315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
319,19329,Sulawesi Utara,Bitung (Kota),APBD,Pengadaan Barang,2012,16,Sangat Buruk
320,19343,Sumatera Selatan,Ogan Komering Ulu Selatan (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,18,Sangat Buruk
321,19349,Sulawesi Utara,Manado (Kota),APBD,Pengadaan Barang,2012,11,Buruk
322,19355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
323,19356,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
324,19357,Sumatera Selatan,Ogan Ilir (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
325,19365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,17,Sangat Buruk
326,19387,Sulawesi Utara,Manado (Kota),APBN,Pengadaan Barang,2012,19,Sangat Buruk
327,19402,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,19,Sangat Buruk
328,19427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
329,19434,Sumatera Selatan,Lahat (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
330,19436,Sulawesi Utara,Minahasa Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
331,19447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
332,19495,Kepulauan Riau,Bintan (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
333,20102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
334,20168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
335,20173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
336,20251,Sumatera Selatan,Palembang (Kota),APBD,Jasa Konsultansi,2012,15,Sangat Buruk
337,20270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
338,20311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
339,20317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
340,20329,Sulawesi Utara,Bitung (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
341,20343,Sumatera Selatan,Ogan Komering Ulu Selatan (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,18,Sangat Buruk
342,20355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
343,20357,Sumatera Selatan,Ogan Ilir (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
344,20365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,15,Sangat Buruk
345,20402,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,12,Buruk
346,20427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
347,20434,Sumatera Selatan,Lahat (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,15,Sangat Buruk
348,20436,Sulawesi Utara,Minahasa Selatan (Kab.),BUMN,Pekerjaan Konstruksi,2012,10,Baik
349,21102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
350,21168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
351,21173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
352,21270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
353,21282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
354,21311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
355,21315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,10,Baik
356,21317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
357,21349,Sulawesi Utara,Manado (Kota),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
358,21355,Kepulauan Riau,Natuna (Kab.),APBD,Jasa Konsultansi,2012,13,Buruk
359,21356,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,8,Baik
360,21357,Sumatera Selatan,Ogan Ilir (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
361,21365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,15,Sangat Buruk
362,21387,Sulawesi Utara,Manado (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
363,21402,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
364,21427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
365,21436,Sulawesi Utara,Minahasa Selatan (Kab.),BUMN,Pekerjaan Konstruksi,2012,14,Buruk
366,21447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
367,22102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
368,22168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
369,22173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,8,Baik
370,22195,Sumatera Selatan,Lubuk Linggau (Kota),APBN,Jasa Lainnya,2012,14,Buruk
371,22251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
372,22270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
373,22311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
374,22315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,10,Baik
375,22317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
376,22329,Sulawesi Utara,Bitung (Kota),APBN,Pengadaan Barang,2012,14,Buruk
377,22343,Sumatera Selatan,Ogan Komering Ulu Selatan (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,17,Sangat Buruk
378,22349,Sulawesi Utara,Manado (Kota),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
379,22355,Kepulauan Riau,Natuna (Kab.),APBD,Jasa Lainnya,2012,12,Buruk
380,22356,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,19,Sangat Buruk
381,22357,Sumatera Selatan,Ogan Ilir (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
382,22365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,14,Buruk
383,22387,Sulawesi Utara,Manado (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
384,22427,Kalimantan Selatan,Kota Baru (Kab.),APBN,Pekerjaan Konstruksi,2012,11,Buruk
385,22436,Sulawesi Utara,Minahasa Selatan (Kab.),BUMN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
386,22447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
387,23102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
388,23107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,13,Buruk
389,23168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
390,23173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
391,23221,Sumatera Selatan,Prabumulih (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
392,23251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,14,Buruk
393,23270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
394,23282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
395,23311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
396,23343,Sumatera Selatan,Ogan Komering Ulu Selatan (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,10,Baik
397,23349,Sulawesi Utara,Manado (Kota),APBD,Pekerjaan Konstruksi,2012,19,Sangat Buruk
398,23356,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
399,23357,Sumatera Selatan,Ogan Ilir (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
400,23365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,14,Buruk
401,23387,Sulawesi Utara,Manado (Kota),APBN,Pengadaan Barang,2012,17,Sangat Buruk
402,23402,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
403,23427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
404,23436,Sulawesi Utara,Minahasa Selatan (Kab.),BUMN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
405,23447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
406,24102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
407,24107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,10,Baik
408,24168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
409,24173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,6,Baik
410,24195,Sumatera Selatan,Lubuk Linggau (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
411,24221,Sumatera Selatan,Prabumulih (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
412,24251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,14,Buruk
413,24270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
414,24282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Jasa Konsultansi,2012,13,Buruk
415,24311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
416,24317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
417,24329,Sulawesi Utara,Bitung (Kota),APBN,Pengadaan Barang,2012,17,Sangat Buruk
418,24343,Sumatera Selatan,Ogan Komering Ulu Selatan (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,12,Buruk
419,24349,Sulawesi Utara,Manado (Kota),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
420,24355,Kepulauan Riau,Natuna (Kab.),APBD,Pengadaan Barang,2012,9,Baik
421,24356,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,20,Sangat Buruk
422,24357,Sumatera Selatan,Ogan Ilir (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
423,24365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,14,Buruk
424,24402,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,12,Buruk
425,24434,Sumatera Selatan,Lahat (Kab.),APBD,Pengadaan Barang,2012,14,Buruk
426,24436,Sulawesi Utara,Minahasa Selatan (Kab.),BUMN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
427,24447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
428,25107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,16,Sangat Buruk
429,25168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
430,25173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
431,25195,Sumatera Selatan,Lubuk Linggau (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
432,25270,Kalimantan Selatan,Barito Kuala (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
433,25311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
434,25315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,12,Buruk
435,25343,Sumatera Selatan,Ogan Komering Ulu Selatan (Kab.),APBN,Pengadaan Barang,2012,19,Sangat Buruk
436,25357,Sumatera Selatan,Ogan Ilir (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
437,25365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,14,Buruk
438,25427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
439,25447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
440,26102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
441,26107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
442,26173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,9,Baik
443,26195,Sumatera Selatan,Lubuk Linggau (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
444,26221,Sumatera Selatan,Prabumulih (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
445,26251,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,14,Buruk
446,26270,Kalimantan Selatan,Barito Kuala (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
447,26315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,11,Buruk
448,26343,Sumatera Selatan,Ogan Komering Ulu Selatan (Kab.),APBN,Pengadaan Barang,2012,18,Sangat Buruk
449,26357,Sumatera Selatan,Ogan Ilir (Kab.),APBD,Pengadaan Barang,2012,14,Buruk
450,26365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,13,Buruk
451,26427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
452,26434,Sumatera Selatan,Lahat (Kab.),APBD,Pengadaan Barang,2012,13,Buruk
453,26436,Sulawesi Utara,Minahasa Selatan (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,14,Buruk
454,26447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
455,27107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
456,27173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,8,Baik
457,27195,Sumatera Selatan,Lubuk Linggau (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
458,27251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
459,27270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
460,27311,Sumatera Selatan,Musi Rawas (Kab.),APBD,Pekerjaan Konstruksi,2012,19,Sangat Buruk
461,27315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,13,Buruk
462,27343,Sumatera Selatan,Ogan Komering Ulu Selatan (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,14,Buruk
463,27357,Sumatera Selatan,Ogan Ilir (Kab.),APBD,Pengadaan Barang,2012,15,Sangat Buruk
464,27365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Jasa Konsultansi,2012,14,Buruk
465,27434,Sumatera Selatan,Lahat (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,12,Buruk
466,27436,Sulawesi Utara,Minahasa Selatan (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
467,27447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
468,28102,Sumatera Selatan,Prabumulih (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
469,28107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
470,28173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
471,28195,Sumatera Selatan,Lubuk Linggau (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
472,28221,Sumatera Selatan,Prabumulih (Kota),APBD,Pengadaan Barang,2012,13,Buruk
473,28251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
474,28270,Kalimantan Selatan,Barito Kuala (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
475,28282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
476,28315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,10,Baik
477,28317,Kalimantan Selatan,Tanah Bumbu (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
478,28343,Sumatera Selatan,Ogan Komering Ulu Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
479,28355,Kepulauan Riau,Natuna (Kab.),APBD,Jasa Konsultansi,2012,16,Sangat Buruk
480,28356,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,9,Baik
481,28357,Sumatera Selatan,Ogan Ilir (Kab.),APBD,Pengadaan Barang,2012,14,Buruk
482,28427,Kalimantan Selatan,Kota Baru (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
483,28434,Sumatera Selatan,Lahat (Kab.),APBD,Pengadaan Barang,2012,14,Buruk
484,28436,Sulawesi Utara,Minahasa Selatan (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
485,28447,Sumatera Selatan,Ogan Komering Ulu Timur (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
486,29107,Sumatera Selatan,Muara Enim (Kab.),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
487,29173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
